Survey,Title,Description,Where is it located.lat,Where is it located.lon,updated,source
Facilities,Govt food facility,Mahipal Pur-GBSSS,28.5449405,77.1266591,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,Mahipal Pur-GBSSS,28.5449405,77.1266591,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,Mahipal Pur- Amar Shaheed Major Sehrawat SKV,28.5451591,77.1263591,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,Mahipal Pur- Amar Shaheed Major Sehrawat SKV,28.5451591,77.1263591,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,Moti Bagh I-GBSSS,28.5833178,77.1773679,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,Moti Bagh I-GBSSS,28.5833178,77.1773679,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,Govt Sem Sec School Kichhner Road Malcha Marg Chanakya Puri,28.6020814,77.1874476,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,Govt Sem Sec School Kichhner Road Malcha Marg Chanakya Puri,28.6020814,77.1874476,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"R.K. Puram,Sector-13 G(Co-ed)SV",28.5723215,77.183488,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"R.K. Puram,Sector-13 G(Co-ed)SV",28.5723215,77.183488,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,Army Public School,28.6007989,77.1667387,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,Army Public School,28.6007989,77.1667387,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Kendriya Vidyalaya No. 3, Delhi Cantt.",28.6165847,77.1355316,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Kendriya Vidyalaya No. 3, Delhi Cantt.",28.6165847,77.1355316,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Inderpuri, Budh Nagar, F- Block- SKV",28.6294226,77.1443044,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Inderpuri, Budh Nagar, F- Block- SKV",28.6294226,77.1443044,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Naraina, Ist Shift-SBV",28.6258618,77.1393642,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Naraina, Ist Shift-SBV",28.6258618,77.1393642,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Sarojini Nagar, No.4-GBSSS",28.5749558,77.1958361,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Sarojini Nagar, No.4-GBSSS",28.5749558,77.1958361,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,Pandara Road-GBSSS,28.6050749,77.2330048,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,Pandara Road-GBSSS,28.6050749,77.2330048,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,Laxmi Bai Nagar(Co-Ed)-SSS,28.5768956,77.2071786,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,Laxmi Bai Nagar(Co-Ed)-SSS,28.5768956,77.2071786,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Moti Bagh-II, Nanakpura-(Co-Ed)SV",28.583223,77.1676611,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Moti Bagh-II, Nanakpura-(Co-Ed)SV",28.583223,77.1676611,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"R.K. Puram, Sector 7, No.3-SV",28.567898,77.1667736,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"R.K. Puram, Sector 7, No.3-SV",28.567898,77.1667736,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"R.K.Puram, Sector-6, Govt. S.(Co-ed) SSS",28.5660247,77.1734892,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"R.K.Puram, Sector-6, Govt. S.(Co-ed) SSS",28.5660247,77.1734892,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"R. K. Puram, Sec-5(Co-Ed)-GSSS",28.5611146,77.1733093,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"R. K. Puram, Sec-5(Co-Ed)-GSSS",28.5611146,77.1733093,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"R. K. Puram, Sec-3-GBSSS",28.555146,77.182204,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"R. K. Puram, Sec-3-GBSSS",28.555146,77.182204,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Munirka, Sarvodaya(Co-ed) SSS",28.5522566,77.1700133,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Munirka, Sarvodaya(Co-ed) SSS",28.5522566,77.1700133,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Vasant Vihar, SV",28.5563257,77.1596947,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Vasant Vihar, SV",28.5563257,77.1596947,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"R.K. Puram, Sector 2-Sarvodaya Co-ed Vidyalaya",28.5606338,77.1849642,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"R.K. Puram, Sector 2-Sarvodaya Co-ed Vidyalaya",28.5606338,77.1849642,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,VASANT KUNJ- GBSSS,28.5215346,77.1620887,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,VASANT KUNJ- GBSSS,28.5215346,77.1620887,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Union Academy School, Raja Bazar",28.6311825,77.2084094,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Union Academy School, Raja Bazar",28.6311825,77.2084094,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Navyug School, Peshwa Road",28.6364127,77.2014983,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Navyug School, Peshwa Road",28.6364127,77.2014983,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"N.P. BENGALI GIRLS SR. SEC. SCH. GOLE MARKET, NEW DELHI.",28.631088,77.2020944,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"N.P. BENGALI GIRLS SR. SEC. SCH. GOLE MARKET, NEW DELHI.",28.631088,77.2020944,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"N.P. CO-ED. SEC. SCH. KIDWAI NAGAR, NEW DELHI.",28.5736714,77.2160792,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"N.P. CO-ED. SEC. SCH. KIDWAI NAGAR, NEW DELHI.",28.5736714,77.2160792,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"N.P.PRY. SCHOOL, KAKA NAGAR, N.D.(WITH NRY. & URDU WING ATTACHED)",28.6047709,77.2370108,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"N.P.PRY. SCHOOL, KAKA NAGAR, N.D.(WITH NRY. & URDU WING ATTACHED)",28.6047709,77.2370108,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"N P CO –ED SR. SEC. SCHOOL, TILAK MARG, NEW DELHI.",28.6179567,77.236522,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"N P CO –ED SR. SEC. SCHOOL, TILAK MARG, NEW DELHI.",28.6179567,77.236522,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"NDMC PRIMARY SCHOOL, NEAR ASHOKA HOTEL",28.5973503,77.197549,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"NDMC PRIMARY SCHOOL, NEAR ASHOKA HOTEL",28.5973503,77.197549,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,ALIGANJ SCHOOL. - LODHI COLONY,28.5805748,77.2187427,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,ALIGANJ SCHOOL. - LODHI COLONY,28.5805748,77.2187427,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"MCD Primary School (Girls) - Khajan Basti, Maya Puri, New Delhi",28.6496793,77.2117848,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"MCD Primary School (Girls) - Khajan Basti, Maya Puri, New Delhi",28.6496793,77.2117848,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,MCD Primary School (Boys) - Nangal Rai New Delhi,28.6074452,77.1111565,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,MCD Primary School (Boys) - Nangal Rai New Delhi,28.6074452,77.1111565,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,MCD Primary School (Boys) - Rangpuri New Delhi,28.536167,77.0911309,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,MCD Primary School (Boys) - Rangpuri New Delhi,28.536167,77.0911309,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Nigam Pratibha Vidyalaya (Co-ed) - Masood Pur, New Delhi",28.526877,77.151828,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Nigam Pratibha Vidyalaya (Co-ed) - Masood Pur, New Delhi",28.526877,77.151828,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,Sarai Kale Khan-GBSS,28.5842148,77.2555459,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,Sarai Kale Khan-GBSS,28.5842148,77.2555459,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,Jangpura-GBSSS,28.5834411,77.2420104,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,Jangpura-GBSSS,28.5834411,77.2420104,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,LAJPAT NAGAR GOVT.(CO.ED)S.S.S,28.576247,77.2399928,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,LAJPAT NAGAR GOVT.(CO.ED)S.S.S,28.576247,77.2399928,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Defence Colony, Block A- SN SKV",28.5780528,77.2313535,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Defence Colony, Block A- SN SKV",28.5780528,77.2313535,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,Andrews Ganj- SKV,28.5648596,77.2286277,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,Andrews Ganj- SKV,28.5648596,77.2286277,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"MCD Primary School (Co-ed) - Andrewj Ganj, New Delhi, New Delhi",28.5654429,77.2295358,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"MCD Primary School (Co-ed) - Andrewj Ganj, New Delhi, New Delhi",28.5654429,77.2295358,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,Sriniwaspuri-GGSSS,28.5637095,77.2559815,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,Sriniwaspuri-GGSSS,28.5637095,77.2559815,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Kalkaji, No.1-SKV (Veer Savarkar)",28.5454447,77.2499755,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Kalkaji, No.1-SKV (Veer Savarkar)",28.5454447,77.2499755,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Kalkaji, DDA Flats, Phase II-GBSSS",28.5334926,77.2568578,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Kalkaji, DDA Flats, Phase II-GBSSS",28.5334926,77.2568578,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,HARKESH NAGAR GBSSS,28.5440475,77.2764403,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,HARKESH NAGAR GBSSS,28.5440475,77.2764403,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,Tekhand - GGSSS,28.5247227,77.2837517,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,Tekhand - GGSSS,28.5247227,77.2837517,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Tuglakabad, Railway Colony, No.2-GGSSS",28.5068761,77.2899816,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Tuglakabad, Railway Colony, No.2-GGSSS",28.5068761,77.2899816,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Badarpur, No.3-GGSSS",28.5071535,77.2995515,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Badarpur, No.3-GGSSS",28.5071535,77.2995515,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Molar Band, No.2- GGSSS",28.4946702,77.3260785,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Molar Band, No.2- GGSSS",28.4946702,77.3260785,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Nigam Pratibha Vidyalaya No.1 (Girls) - Jaitpur, P.O.Badarpur, New Delhi",28.5752546,77.2577796,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Nigam Pratibha Vidyalaya No.1 (Girls) - Jaitpur, P.O.Badarpur, New Delhi",28.5752546,77.2577796,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"MCD Primary School No.2 (Girls) - Jaitpur, P.O.Badarpur, New Delhi",28.537349,77.3006888,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"MCD Primary School No.2 (Girls) - Jaitpur, P.O.Badarpur, New Delhi",28.537349,77.3006888,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Nigam Pratibha Vidyalaya (Girls) - Meethapur Village, New Delhi",28.5367567,77.2140345,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,"Nigam Pratibha Vidyalaya (Girls) - Meethapur Village, New Delhi",28.5367567,77.2140345,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,Noor Nagar-SKV,28.5586895,77.2876066,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
Facilities,Govt food facility,Noor Nagar-SKV,28.5586895,77.2876066,2020-03-29,https://www.google.com/maps/d/u/0/viewer?mid=1X11pR1yEU4F2gxG3NlHM_c69LbW0uRWS&ll=28.64056303645113%2C77.13994047119138&z=11
